org.joda.time.IllegalFieldValueException,314,0.3323092654
org.joda.time.chrono.BasicMonthOfYearDateTimeField,206,0.2368356986
org.joda.time.chrono.BasicMonthOfYearDateTimeField,210,0.2368356986
org.joda.time.chrono.BasicMonthOfYearDateTimeField,211,0.2368356986
org.joda.time.chrono.BasicMonthOfYearDateTimeField,212,0.2368356986
org.joda.time.chrono.BasicMonthOfYearDateTimeField,213,0.2368356986
org.joda.time.MonthDay,518,0.2368356986
org.joda.time.MonthDay,519,0.2368356986
org.joda.time.MonthDay,515,0.2128482766
org.joda.time.MonthDay,514,0.2015384032
org.joda.time.DateTimeUtils,347,0.1716037667
org.joda.time.chrono.BasicDayOfMonthDateTimeField,89,0.1695808619
org.joda.time.chrono.BasicGJChronology,129,0.1695808619
org.joda.time.DateTimeUtils,334,0.1674681285
org.joda.time.DateTimeUtils,337,0.1674681285
org.joda.time.DateTimeUtils,338,0.1674681285
org.joda.time.DateTimeUtils,339,0.1674681285
org.joda.time.DateTimeUtils,340,0.1674681285
org.joda.time.DateTimeUtils,341,0.1674681285
org.joda.time.DateTimeUtils,345,0.1674681285
org.joda.time.MonthDay,410,0.1507385439
org.joda.time.MonthDay,412,0.1507385439
org.joda.time.MonthDay,408,0.149816587
org.joda.time.MonthDay,592,0.1438941329
org.joda.time.MonthDay,652,0.1438941329
org.joda.time.MonthDay,426,0.134328059
org.joda.time.MonthDay,395,0.1311520056
org.joda.time.field.BaseDurationField,55,0.125804274
org.joda.time.base.AbstractPartial,223,0.125321672
org.joda.time.base.AbstractPartial,204,0.1170327976
org.joda.time.base.AbstractPartial,219,0.1125421837
org.joda.time.base.AbstractPartial,220,0.1125421837
org.joda.time.MonthDay,780,0.1107697551
org.joda.time.MonthDay,781,0.1107697551
org.joda.time.MonthDay,782,0.1107697551
org.joda.time.MonthDay,783,0.1107697551
org.joda.time.chrono.BasicDayOfMonthDateTimeField,82,0.1104023586
org.joda.time.chrono.BasicDayOfMonthDateTimeField,83,0.1104023586
org.joda.time.chrono.BasicDayOfMonthDateTimeField,84,0.1104023586
org.joda.time.chrono.BasicDayOfMonthDateTimeField,79,0.1069187535
org.joda.time.chrono.BasicDayOfMonthDateTimeField,80,0.1069187535
org.joda.time.chrono.BasicDayOfMonthDateTimeField,81,0.1069187535
org.joda.time.base.AbstractPartial,202,0.1064241383
org.joda.time.base.AbstractPartial,203,0.1064241383
org.joda.time.format.ISODateTimeFormat,328,0.1025528657
org.joda.time.format.ISODateTimeFormat,329,0.1025528657
org.joda.time.chrono.BasicChronology,565,0.0981635242
org.joda.time.chrono.BasicChronology,575,0.0969445763
org.joda.time.chrono.BasicChronology,576,0.0969445763
org.joda.time.chrono.BasicChronology,577,0.0969445763
org.joda.time.Duration,163,0.0959294219
org.joda.time.Duration,166,0.0959294219
org.joda.time.format.ISODateTimeFormat,323,0.0959294219
org.joda.time.format.ISODateTimeFormat,324,0.0959294219
org.joda.time.format.ISODateTimeFormat,325,0.0959294219
org.joda.time.format.ISODateTimeFormat,326,0.0959294219
org.joda.time.field.FieldUtils,218,0.0919697004
org.joda.time.base.BasePartial,237,0.0907588101
org.joda.time.DateTimeUtils,56,0.0905523392
org.joda.time.base.AbstractPartial,267,0.0904431263
org.joda.time.chrono.BasicDayOfMonthDateTimeField,59,0.090043817
org.joda.time.DateTimeZone,133,0.0886931501
org.joda.time.DateTimeZone,134,0.0886931501
org.joda.time.DateTimeZone,161,0.0886931501
org.joda.time.chrono.BasicMonthOfYearDateTimeField,334,0.0881908555
org.joda.time.chrono.BasicMonthOfYearDateTimeField,339,0.0878844591
org.joda.time.DateTimeUtils,82,0.0876090819
org.joda.time.DateTimeUtils,83,0.0876090819
org.joda.time.DateTimeUtils,84,0.0876090819
org.joda.time.DateTimeUtils,129,0.087577494
org.joda.time.DateTimeUtils,130,0.087577494
org.joda.time.DateTimeUtils,133,0.087577494
org.joda.time.DateTimeUtils,68,0.087577494
org.joda.time.DateTimeUtils,69,0.087577494
org.joda.time.DateTimeUtils,70,0.087577494
org.joda.time.DateTimeZone,174,0.085083618
org.joda.time.DateTimeZone,175,0.085083618
org.joda.time.DateTimeZone,178,0.085083618
org.joda.time.DateTimeZone,181,0.085083618
org.joda.time.DateTimeZone,182,0.085083618
org.joda.time.DateTimeZone,183,0.085083618
org.joda.time.DateTimeZone,184,0.085083618
org.joda.time.chrono.BasicDayOfMonthDateTimeField,51,0.0825063315
