org.joda.time.Duration,163,0.1027783065
org.joda.time.Duration,166,0.1027783065
org.joda.time.tz.ZoneInfoCompiler,78,0.1027783065
org.joda.time.DateTimeUtils,86,0.0970173268
org.joda.time.chrono.CopticChronology,138,0.0839181358
org.joda.time.chrono.CopticChronology,140,0.0839181358
org.joda.time.chrono.CopticChronology,141,0.0839181358
org.joda.time.chrono.CopticChronology,142,0.0839181358
org.joda.time.chrono.CopticChronology,144,0.0839181358
org.joda.time.DateTimeZone,671,0.0839181358
org.joda.time.DateTimeZone,672,0.0839181358
org.joda.time.DateTimeZone,673,0.0839181358
org.joda.time.field.UnsupportedDateTimeField,56,0.0839181358
org.joda.time.field.UnsupportedDateTimeField,57,0.0839181358
org.joda.time.PeriodType,307,0.0839181358
org.joda.time.PeriodType,310,0.0839181358
org.joda.time.PeriodType,311,0.0839181358
org.joda.time.PeriodType,312,0.0839181358
org.joda.time.PeriodType,316,0.0839181358
org.joda.time.DateTimeZone,133,0.0766893148
org.joda.time.DateTimeZone,134,0.0766893148
org.joda.time.DateTimeZone,161,0.0766893148
org.joda.time.field.OffsetDateTimeField,165,0.0741738536
org.joda.time.chrono.GJChronology,221,0.0726752375
org.joda.time.chrono.GJChronology,222,0.0726752375
org.joda.time.chrono.GJChronology,477,0.0726752375
org.joda.time.Days,92,0.0726752375
org.joda.time.Months,102,0.0726752375
org.joda.time.DateTimeZone,174,0.0721087044
org.joda.time.DateTimeZone,175,0.0721087044
org.joda.time.DateTimeZone,178,0.0721087044
org.joda.time.DateTimeZone,181,0.0721087044
org.joda.time.DateTimeZone,182,0.0721087044
org.joda.time.DateTimeZone,183,0.0721087044
org.joda.time.DateTimeZone,184,0.0721087044
org.joda.time.DateTimeUtils,112,0.0714951534
org.joda.time.DateTimeUtils,113,0.0714951534
org.joda.time.DateTimeUtils,114,0.0714951534
org.joda.time.DateTimeUtils,100,0.0714695783
org.joda.time.DateTimeUtils,159,0.0714695783
org.joda.time.DateTimeUtils,160,0.0714695783
org.joda.time.DateTimeUtils,163,0.0714695783
org.joda.time.DateTimeUtils,98,0.0714695783
org.joda.time.DateTimeUtils,99,0.0714695783
org.joda.time.chrono.GJChronology,228,0.0672841956
org.joda.time.chrono.GJChronology,230,0.0672841956
org.joda.time.chrono.GJChronology,465,0.0672841956
org.joda.time.chrono.GJChronology,467,0.0672841956
org.joda.time.chrono.GJChronology,468,0.0672841956
org.joda.time.chrono.GJChronology,469,0.0672841956
org.joda.time.chrono.GJChronology,470,0.0672841956
org.joda.time.chrono.GJChronology,472,0.0672841956
org.joda.time.chrono.GJChronology,473,0.0672841956
org.joda.time.chrono.GJChronology,474,0.0672841956
org.joda.time.chrono.GJChronology,476,0.0672841956
org.joda.time.chrono.GJChronology,250,0.0650027085
org.joda.time.Hours,94,0.0650027085
org.joda.time.DateTimeUtils,282,0.0613311392
org.joda.time.chrono.AssembledChronology,315,0.0612986434
org.joda.time.chrono.ZonedChronology,85,0.0612986434
org.joda.time.chrono.GJChronology,220,0.0610594126
